,gender,department,department_name,division,assignment_category,employee_position_title,date_first_hired,year_first_hired
6656,M,COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,Fulltime-Regular,Correctional Officer III (Corporal),04/05/2004,2004
6657,M,HCA,Department of Housing and Community Affairs,Housing Code Enforcement,Fulltime-Regular,Housing Code Inspector II,11/16/1998,1998
6658,M,DGS,Department of General Services,ADA Compliance,Fulltime-Regular,Architect III,05/02/2016,2016
6659,F,HHS,Department of Health and Human Services,Maternity Dental,Fulltime-Regular,Principal Administrative Aide,03/25/2013,2013
6660,M,POL,Department of Police,PSB 1st District Patrol,Fulltime-Regular,Master Police Officer,03/15/1999,1999
6661,F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,Community Health Nurse II,11/24/1997,1997
6662,F,DGS,Department of General Services,Facilities Maintenance,Fulltime-Regular,Building Services Worker II,04/02/2007,2007
6663,M,DLC,Department of Liquor Control,Beer Delivery Operations,Fulltime-Regular,Truck Driver/Warehouse Worker,05/30/2006,2006
6664,F,COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,Fulltime-Regular,Correctional Supervisor (Sergeant),04/08/2002,2002
6665,M,DGS,Department of General Services,Fleet Automotive Heavy Equipment,Fulltime-Regular,Welder,11/03/2003,2003
6666,F,DLC,Department of Liquor Control,King Farm,Parttime-Regular,Liquor Store Clerk I,07/11/2005,2005
6667,M,FRS,Fire and Rescue Services,Training,Fulltime-Regular,Fire/Rescue Captain,10/30/1994,1994
6668,F,COR,Correction and Rehabilitation,PTS Supervision,Fulltime-Regular,Correctional Specialist III,09/27/1999,1999
6669,M,DLC,Department of Liquor Control,Purchasing,Fulltime-Regular,Alcohol Beverage Purchasing Specialist,05/02/2005,2005
6670,M,FRS,Fire and Rescue Services,Fire Chief's Executive Office,Fulltime-Regular,Manager III,02/20/2001,2001
6671,M,DPS,Department of Permitting Services,Site Plan Enforcement,Fulltime-Regular,Permitting and Code Enforcement Inspector III,11/05/1979,1979
6672,M,DEP,Department of Environmental Protection,Solid Waste Services Operations,Fulltime-Regular,Code Enforcement Inspector III,01/23/1989,1989
6673,M,FRS,Fire and Rescue Services,Station 17,Fulltime-Regular,Firefighter/Rescuer II,03/10/2014,2014
6674,F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,06/14/2011,2011
6675,M,DPS,Department of Permitting Services,Fire Protection,Fulltime-Regular,Permitting and Code Enforcement Inspector II,01/14/2013,2013
6676,M,FRS,Fire and Rescue Services,Rescue 1,Fulltime-Regular,Firefighter/Rescuer II,03/10/2014,2014
6677,M,FIN,Department of Finance,Division of Fiscal Management,Fulltime-Regular,Manager II,08/12/2002,2002
6678,F,FIN,Department of Finance,Payroll,Fulltime-Regular,Program Manager II,03/08/1999,1999
6679,M,POL,Department of Police,ISB Criminal Investigations Division,Fulltime-Regular,Police Captain,06/13/1994,1994
6680,F,COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Officer II (PFC),10/21/2013,2013
6681,F,POL,Department of Police,PSB 1st District Patrol,Fulltime-Regular,Police Officer III,01/17/2006,2006
6682,F,DTS,Department of Technology Services,ERP Division Chief's Office,Fulltime-Regular,Manager I,09/01/1972,1972
6683,M,OAG,Office of Agriculture,Agricultural Services,Fulltime-Regular,Senior Business Development Specialist,11/04/2002,2002
6684,M,DOT,Department of Transportation,Transit Central Communication,Fulltime-Regular,Transit Communications Supervisor,12/04/1989,1989
6685,M,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Transit Operations Supervisor,02/11/1985,1985
6686,M,DLC,Department of Liquor Control,Beer Delivery Operations,Fulltime-Regular,Truck Driver Helper/Warehouse Worker,11/05/2000,2000
6687,M,SHF,Sheriff's Office,Child Support,Fulltime-Regular,Deputy Sheriff Sergeant,01/18/1994,1994
6688,M,POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Officer III,07/16/2007,2007
6689,F,LIB,Department of Public Libraries,Twinbrook Library,Parttime-Regular,Library Assistant I,01/26/1997,1997
6690,M,REC,Department of Recreation,Olney Indoor Pool,Fulltime-Regular,Recreation Supervisor,05/22/1985,1985
6691,F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,07/28/2014,2014
6692,M,DLC,Department of Liquor Control,"Licensure, Regulation and Education",Fulltime-Regular,Alcohol/Tobacco Enforcement Specialist II,06/05/2011,2011
6693,M,FRS,Fire and Rescue Services,Station 19,Fulltime-Regular,Fire/Rescue Lieutenant,09/04/2001,2001
6694,M,FRS,Fire and Rescue Services,Station 25,Fulltime-Regular,Firefighter/Rescuer III,03/11/2002,2002
6695,M,POL,Department of Police,FSB Traffic Division Collision Reconstruction,Fulltime-Regular,Police Officer III,07/16/2007,2007
6696,F,HHS,Department of Health and Human Services,Emergency Housing Assistance,Parttime-Regular,Social Worker II,06/17/1991,1991
6697,F,HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,Fulltime-Regular,Income Assistance Program Specialist I,10/03/2016,2016
6698,M,FRS,Fire and Rescue Services,Field Relief Personnel,Fulltime-Regular,Fire/Rescue Battalion Chief,10/11/1987,1987
6699,F,HHS,Department of Health and Human Services,Senior Nutrition Program,Fulltime-Regular,Program Manager II,01/10/2005,2005
6700,M,FRS,Fire and Rescue Services,Station 34,Fulltime-Regular,Master Firefighter/Rescuer,03/30/1986,1986
6701,M,DOT,Department of Transportation,Transit COS Taxicab Regulation,Fulltime-Regular,Program Manager II,01/13/1986,1986
6702,F,DLC,Department of Liquor Control,"Licensure, Regulation and Education",Fulltime-Regular,Alcohol Beverage Purchasing Specialist,10/05/2015,2015
6703,F,HHS,Department of Health and Human Services,Adult Behavioral Health Services,Fulltime-Regular,Therapist II,12/06/1999,1999
6704,M,CUS,Community Use of Public Facilities,Scheduling Team,Fulltime-Regular,Program Specialist I,09/08/2015,2015
6705,F,HHS,Department of Health and Human Services,Care Coordination,Fulltime-Regular,Community Services Aide III,05/03/1993,1993
6706,M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Arborist,07/25/2016,2016
6707,M,FRS,Fire and Rescue Services,Station 8,Fulltime-Regular,Fire/Rescue Captain,01/23/1984,1984
6708,M,HHS,Department of Health and Human Services,Facilities and Logistical Services,Fulltime-Regular,Principal Administrative Aide,01/29/1996,1996
6709,M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Sergeant,01/18/1994,1994
6710,F,HHS,Department of Health and Human Services,Environmental Health and Regulatory Services,Fulltime-Regular,Administrative Specialist I,06/15/2015,2015
6711,F,FRS,Fire and Rescue Services,Emergency Communications Center (ECC),Fulltime-Regular,Public Safety Communications Specialist I,06/15/2015,2015
6712,M,FRS,Fire and Rescue Services,Station 33,Fulltime-Regular,Firefighter/Rescuer II,06/24/1996,1996
6713,M,FRS,Fire and Rescue Services,Station 17,Fulltime-Regular,Firefighter/Rescuer II,01/14/2013,2013
6714,M,SHF,Sheriff's Office,Administration,Fulltime-Regular,Sheriff,03/25/1985,1985
6715,F,FRS,Fire and Rescue Services,Station 3,Fulltime-Regular,Firefighter/Rescuer III,09/29/2009,2009
6716,F,HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Social Worker III,07/20/2009,2009
6717,M,FRS,Fire and Rescue Services,Station 32,Fulltime-Regular,Fire/Rescue Captain,08/17/1998,1998
6718,M,FRS,Fire and Rescue Services,Third Battalion - Administration,Fulltime-Regular,Fire/Rescue Captain,09/03/2002,2002
6719,M,SHF,Sheriff's Office,Civil Process,Fulltime-Regular,Deputy Sheriff Lieutenant,06/25/1990,1990
6720,F,DGS,Department of General Services,Facilities Maintenance,Fulltime-Regular,Building Services Worker II,03/07/2005,2005
6721,F,FIN,Department of Finance,Tax Operations,Fulltime-Regular,Office Services Coordinator,01/31/2000,2000
6722,F,HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,Fulltime-Regular,Income Assistance Program Specialist II,03/21/2005,2005
6723,M,DOT,Department of Transportation,Traffic Engineering Studies Section,Fulltime-Regular,Planning Specialist III,06/25/2007,2007
6724,M,DGS,Department of General Services,Fleet Management Services,Fulltime-Regular,Supply Technician III,04/02/1979,1979
6725,F,CAT,County Attorney's Office,Finance and Procurement,Fulltime-Regular,Paralegal Specialist,11/29/1999,1999
6726,M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator II,09/15/1997,1997
6727,M,FRS,Fire and Rescue Services,Station 25,Fulltime-Regular,Fire/Rescue Captain,11/17/1997,1997
6728,M,DTS,Department of Technology Services,ESOD Server Support,Fulltime-Regular,Senior Information Technology Specialist,08/08/2016,2016
6729,M,DOT,Department of Transportation,Parking Management Engineering and Capital Project Management,Fulltime-Regular,Program Specialist I,04/28/2008,2008
6730,M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer III,04/12/1999,1999
6731,M,HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Community Services Aide III,08/26/2002,2002
6732,F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,09/10/2001,2001
6733,M,COR,Correction and Rehabilitation,DS Intake Classification and Re-Entry Services,Fulltime-Regular,Correctional Supervisor (Sergeant),07/06/1987,1987
6734,M,POL,Department of Police,FSB Traffic Division,Fulltime-Regular,Police Officer III,02/23/1987,1987
6735,M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,04/04/2016,2016
6736,F,HHS,Department of Health and Human Services,Adult Protective Services - Nurse Assessment,Fulltime-Regular,Community Health Nurse II,04/03/2006,2006
6737,M,POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Police Sergeant,06/17/1987,1987
6738,M,POL,Department of Police,FSB Traffic Division Collision Reconstruction,Fulltime-Regular,Police Officer III,01/18/1994,1994
6739,M,POL,Department of Police,PSB 5th District Special Assignment Team,Fulltime-Regular,Master Police Officer,06/16/2003,2003
6740,M,FRS,Fire and Rescue Services,Station 33,Fulltime-Regular,Firefighter/Rescuer III,09/04/2007,2007
6741,M,DGS,Department of General Services,Property Management,Fulltime-Regular,Property Manager II,05/27/2008,2008
6742,M,FRS,Fire and Rescue Services,Facilities,Fulltime-Regular,Facilities and Equipment Maintenance Coordinator,02/27/2012,2012
6743,F,HHS,Department of Health and Human Services,Adult Protective and Case Management Services,Fulltime-Regular,Social Worker II,03/26/1986,1986
6744,F,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,03/07/2008,2008
6745,F,SHF,Sheriff's Office,Court and Transport,Fulltime-Regular,Deputy Sheriff III,07/21/2003,2003
6746,M,POL,Department of Police,PSB 4th District Traffic Squad,Fulltime-Regular,Police Officer III,09/23/1985,1985
6747,F,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Transit Coordinator,05/21/1984,1984
6748,F,FIN,Department of Finance,Tax Operations,Fulltime-Regular,Administrative Specialist II,07/10/2006,2006
6749,F,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,07/18/1999,1999
6750,F,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist III,01/22/2007,2007
6751,M,DEP,Department of Environmental Protection,Solid Waste Services Collection Operations,Fulltime-Regular,Public Service Worker II,04/22/2013,2013
6752,F,LIB,Department of Public Libraries,Director,Fulltime-Regular,Office Services Coordinator,10/22/2001,2001
6753,M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,04/08/2013,2013
6754,M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,11/15/2010,2010
6755,M,POL,Department of Police,PSB 1st District Patrol,Fulltime-Regular,Police Officer III,01/18/1994,1994
6756,F,OCP,Office of Consumer Protection,Operations,Fulltime-Regular,Administrative Specialist I,02/08/1982,1982
6757,M,DGS,Department of General Services,Facilities Maintenance,Fulltime-Regular,Plumber II,05/05/2014,2014
6758,M,LIB,Department of Public Libraries,Quince Orchard Library,Parttime-Regular,Library Desk Assistant,10/18/2010,2010
6759,M,POL,Department of Police,FSB Security Services Division,Fulltime-Regular,Security Officer I,03/05/2000,2000
6760,M,POL,Department of Police,PSB 2nd District Patrol,Fulltime-Regular,Police Officer III,06/11/2007,2007
6761,M,POL,Department of Police,PSB 1st District Community Action Team,Fulltime-Regular,Police Sergeant,07/01/2002,2002
6762,F,HHS,Department of Health and Human Services,Medication Assisted Treatment - Clinical and Vocational Services,Parttime-Regular,Principal Administrative Aide,07/20/2004,2004
6763,F,HHS,Department of Health and Human Services,Emergency Housing Assistance,Fulltime-Regular,Community Services Aide III,08/03/1992,1992
6764,F,OHR,Office of Human Resources,Health Insurance Team,Fulltime-Regular,Human Resources Specialist I,11/05/2012,2012
6765,F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician II,02/01/1999,1999
6766,M,POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,Fulltime-Regular,Traffic Enforcement Field Service Technician II,07/14/2008,2008
6767,M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer I,10/06/2014,2014
6768,M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,11/26/2012,2012
6769,M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,11/16/1998,1998
6770,M,FRS,Fire and Rescue Services,Station 11,Fulltime-Regular,Firefighter/Rescuer II,05/16/2005,2005
6771,F,CCL,County Council,Council Central Staff,Fulltime-Regular,Legislative Analyst II,05/14/2007,2007
6772,M,HHS,Department of Health and Human Services,Positive Youth Development,Fulltime-Regular,Community Services Aide III,12/17/2012,2012
6773,M,DLC,Department of Liquor Control,"Licensure, Regulation and Education",Fulltime-Regular,Program Manager II,02/24/1992,1992
6774,F,HCA,Department of Housing and Community Affairs,Licensing,Fulltime-Regular,Program Specialist II,01/06/1997,1997
6775,F,PIO,Office of Public Information,MC311,Fulltime-Regular,Customer Service Representative II,10/10/2011,2011
6776,F,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,08/18/2014,2014
6777,F,CAT,County Attorney's Office,Support Services,Fulltime-Regular,Legal Secretary II,01/02/1996,1996
6778,F,POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Communications Specialist III,10/15/2007,2007
6779,M,FRS,Fire and Rescue Services,Station 13,Fulltime-Regular,Firefighter/Rescuer III,03/27/2006,2006
6780,F,HHS,Department of Health and Human Services,Victim Assistance and Sexual Assault Program,Fulltime-Regular,Supervisory Therapist,08/26/2013,2013
6781,M,COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Officer III (Corporal),04/05/2004,2004
6782,F,BOE,Board of Elections,Registration Services,Fulltime-Regular,Office Services Coordinator,02/09/2004,2004
6783,M,REC,Department of Recreation,Youth Development Youth Services,Fulltime-Regular,Recreation Specialist,03/14/2014,2014
6784,M,DLC,Department of Liquor Control,Olney,Parttime-Regular,Liquor Store Clerk I,12/21/2009,2009
